Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total usage minutes,Total calls,Service call ratio
126,0,1,27,186.2,78,189.6,83,76.5,139,9.6,3,2,False,461.9,303,0.006600660066006601
104,0,1,23,280.2,136,220.5,92,136.9,102,13.3,3,4,False,650.9,333,0.012012012012012012
93,1,0,0,312.0,109,129.4,100,217.6,74,10.5,2,0,True,669.5,285,0.0
63,1,1,36,199.0,110,291.3,111,197.6,92,11.0,6,1,False,698.9,319,0.003134796238244514
100,0,0,0,203.1,96,217.0,126,180.9,122,13.5,2,3,False,614.5,346,0.008670520231213872
53,0,0,0,168.8,97,220.3,87,154.3,113,10.9,2,0,False,554.3000000000001,299,0.0
92,1,0,0,173.1,140,240.3,105,233.2,117,9.0,5,1,False,655.5999999999999,367,0.0027247956403269754
110,0,1,40,202.6,103,118.8,128,234.9,98,9.0,9,2,False,565.3,338,0.005917159763313609
110,0,0,0,74.5,117,200.8,98,192.2,101,9.8,7,3,False,477.3,323,0.009287925696594427
73,0,0,0,192.2,86,168.6,116,139.8,87,9.4,6,1,False,509.99999999999994,295,0.003389830508474576
138,0,0,0,220.2,89,88.3,125,195.3,79,12.9,5,0,False,516.7,298,0.0
137,1,0,0,135.1,95,134.1,102,223.1,81,12.3,2,2,True,504.59999999999997,280,0.007142857142857143
36,0,0,0,253.4,77,182.4,151,275.8,103,8.4,2,1,False,720.0,333,0.003003003003003003
85,0,0,0,225.0,81,176.9,63,194.3,110,7.1,2,3,False,603.3000000000001,256,0.01171875
108,0,0,0,198.5,99,267.8,60,354.9,75,9.4,3,0,True,830.6,237,0.0
22,0,0,0,110.3,107,166.5,93,202.3,96,9.5,5,0,False,488.6,301,0.0
107,0,1,37,60.0,102,102.2,80,261.8,106,11.1,3,0,False,435.1,291,0.0
51,0,0,0,214.8,94,149.7,58,283.4,66,10.2,5,0,False,658.1,223,0.0
33,0,1,29,157.4,99,117.9,80,279.2,79,13.9,11,4,True,568.4,269,0.01486988847583643
106,0,0,0,207.9,91,172.0,109,191.8,143,14.4,7,4,False,586.1,350,0.011428571428571429
82,0,0,0,207.0,90,232.9,83,172.4,108,9.1,8,3,False,621.4,289,0.010380622837370242
97,1,0,0,143.7,117,273.0,82,178.3,81,10.9,3,0,False,605.9,283,0.0
108,0,0,0,138.6,122,172.3,117,231.6,92,9.8,3,1,False,552.3,334,0.0029940119760479044
114,0,0,0,84.7,118,249.9,86,193.4,95,14.5,8,1,False,542.5,307,0.003257328990228013
59,0,0,0,155.2,79,235.3,123,169.4,80,8.7,4,1,False,568.6,286,0.0034965034965034965
24,0,1,25,164.9,110,209.3,105,231.2,55,6.7,9,1,False,612.1000000000001,279,0.0035842293906810036
151,0,0,0,134.5,88,143.1,112,223.9,61,15.4,1,1,False,516.9,262,0.003816793893129771
117,0,0,0,143.3,103,211.3,108,185.2,96,11.5,3,1,False,551.3,310,0.0032258064516129032
114,0,1,30,206.2,79,260.0,91,291.6,83,11.4,6,1,False,769.1999999999999,259,0.003861003861003861
114,0,1,28,225.8,94,193.0,117,232.4,100,8.4,9,4,False,659.6,320,0.0125
119,0,0,0,138.3,89,170.5,78,263.9,98,13.5,6,3,False,586.2,271,0.01107011070110701
118,1,0,0,160.0,123,175.4,96,184.8,99,9.9,3,2,False,530.1,321,0.006230529595015576
101,0,0,0,206.6,105,224.9,117,249.9,100,14.6,3,0,False,696.0,325,0.0
117,0,0,0,134.7,121,180.0,83,200.9,104,7.7,3,1,False,523.3000000000001,311,0.003215434083601286
49,0,1,28,214.4,78,235.2,100,206.2,107,8.0,13,3,False,663.8,298,0.010067114093959731
139,0,0,0,192.8,104,234.4,96,203.2,101,13.0,3,3,False,643.4000000000001,304,0.009868421052631578
92,0,1,28,151.1,90,194.8,79,239.2,114,10.0,3,1,False,595.0999999999999,286,0.0034965034965034965
148,1,0,0,218.9,88,208.0,85,203.3,99,11.1,4,0,False,641.3000000000001,276,0.0
131,0,1,25,192.7,85,225.9,105,254.2,59,10.9,6,2,False,683.6999999999999,255,0.00784313725490196
146,1,0,0,204.4,135,219.1,90,222.7,114,10.5,6,3,False,656.7,345,0.008695652173913044
48,0,1,37,211.7,115,159.9,84,144.1,80,12.2,1,1,False,527.9000000000001,280,0.0035714285714285713
86,0,1,28,221.6,74,288.4,100,240.3,105,9.0,2,1,False,759.3,281,0.0035587188612099642
71,0,0,0,197.9,108,181.5,109,281.4,56,6.7,5,3,False,667.5,278,0.01079136690647482
137,0,0,0,206.4,122,128.0,102,194.5,84,8.8,5,2,False,537.6999999999999,313,0.006389776357827476
137,0,0,0,205.9,88,209.3,86,289.9,84,14.5,4,2,False,719.6,262,0.007633587786259542
167,0,0,0,207.6,88,132.4,63,255.2,98,14.1,5,0,False,609.3000000000001,254,0.0
132,0,0,0,99.5,110,129.1,80,125.1,124,9.7,3,0,False,363.4,317,0.0
94,0,0,0,177.1,112,194.0,112,146.7,108,5.9,4,1,False,523.6999999999999,336,0.002976190476190476
96,0,1,18,172.7,86,133.4,113,259.5,70,9.8,3,1,False,575.4,272,0.003676470588235294
166,0,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1,False,610.4000000000001,381,0.0026246719160104987
74,0,0,0,85.7,83,247.7,67,142.4,85,10.1,5,2,False,485.9,240,0.008333333333333333
36,0,0,0,157.6,117,184.3,58,240.4,99,11.9,1,0,False,594.1999999999999,275,0.0
113,0,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4,False,647.9,346,0.011560693641618497
67,0,0,0,171.7,80,110.4,81,195.4,111,11.9,4,2,False,489.4,276,0.007246376811594203
158,0,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1,False,700.7,313,0.003194888178913738
136,0,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1,False,570.0,294,0.003401360544217687
196,0,0,0,234.0,109,249.5,114,173.1,70,9.1,5,2,False,665.7,298,0.006711409395973154
113,0,0,0,272.1,111,268.5,118,213.8,105,8.5,10,1,True,762.9000000000001,344,0.0029069767441860465
112,0,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0,False,579.5,292,0.0
209,0,0,0,227.2,128,258.4,92,183.5,74,8.9,4,3,False,677.9999999999999,298,0.010067114093959731
62,0,0,0,248.7,109,220.0,118,265.7,78,13.2,2,1,True,747.6,307,0.003257328990228013
110,0,1,38,236.3,102,195.9,112,183.5,82,9.7,6,1,False,625.4000000000001,302,0.0033112582781456954
16,0,0,0,205.6,69,169.5,93,220.1,64,10.9,3,0,False,606.1,229,0.0
73,0,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0,False,589.1999999999999,339,0.0
128,0,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0,False,603.9,319,0.0
39,0,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1,False,502.9,327,0.0030581039755351682
103,0,1,28,121.0,105,270.4,100,160.5,76,7.7,4,2,False,559.6,285,0.007017543859649123
119,0,1,29,117.8,66,256.8,114,147.6,76,7.6,3,3,False,529.8000000000001,259,0.011583011583011582
173,0,1,21,232.4,96,211.9,118,273.0,102,5.0,5,3,False,722.3,321,0.009345794392523364
128,1,1,32,223.5,81,188.8,74,154.9,101,9.4,2,2,True,576.6,258,0.007751937984496124
86,0,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0,False,729.1,257,0.0
114,0,1,32,125.2,79,177.8,105,232.4,89,12.9,3,1,False,548.3,276,0.0036231884057971015
104,0,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0,False,640.5,297,0.0
148,0,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1,False,595.8,321,0.003115264797507788
129,0,0,0,207.0,91,154.9,121,245.1,112,13.4,5,3,False,620.4,329,0.00911854103343465
100,0,1,30,58.8,104,219.5,107,152.3,118,7.1,3,0,False,437.70000000000005,332,0.0
143,0,1,33,239.2,109,235.5,112,156.3,95,9.5,4,1,False,640.5,320,0.003125
76,0,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0,False,616.3,315,0.0
158,0,0,0,205.2,97,240.6,77,79.7,108,14.4,12,0,False,539.9,294,0.0
116,0,0,0,192.1,98,312.9,135,130.2,94,7.9,2,3,False,643.1,329,0.00911854103343465
54,0,0,0,272.6,83,248.7,74,197.4,111,9.5,2,1,True,728.1999999999999,270,0.003703703703703704
